method,power,fdp,v
mkn,0.875,0.027777777777777776,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.6,0,0.75
pkn,0.7,0.017543859649122806,1
pkn,0.7125,0.017241379310344827,1.25
pkn,0.725,0.01694915254237288,1.5
pkn,0.7875,0.015625,1.75
pkn,0.8,0.015384615384615385,2
pkn,0.825,0.014925373134328358,2.25
pkn,0.8125,0.015151515151515152,2.5
pkn,0.8375,0.014705882352941176,2.75
pkn,0.8375,0.028985507246376812,3
pkn,0.85,0.02857142857142857,3.25
pkn,0.8625,0.028169014084507043,3.5
pkn,0.875,0.0410958904109589,3.75
pkn,0.875,0.0410958904109589,4
pkn,0.875,0.0410958904109589,4.25
pkn,0.875,0.0410958904109589,4.5
pkn,0.9,0.04,4.75
pkn,0.9,0.05263157894736842,5
