method,power,fdp,v
mkn,0.8375,0.028985507246376812,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.3375,0,0.5
pkn,0.65,0,0.75
pkn,0.7,0,1
pkn,0.75,0,1.25
pkn,0.7375,0,1.5
pkn,0.75,0.01639344262295082,1.75
pkn,0.7625,0.016129032258064516,2
pkn,0.8125,0.015151515151515152,2.25
pkn,0.8375,0.014705882352941176,2.5
pkn,0.8375,0.014705882352941176,2.75
pkn,0.8375,0.028985507246376812,3
pkn,0.8375,0.028985507246376812,3.25
pkn,0.8375,0.028985507246376812,3.5
pkn,0.8375,0.028985507246376812,3.75
pkn,0.8375,0.028985507246376812,4
pkn,0.85,0.02857142857142857,4.25
pkn,0.85,0.02857142857142857,4.5
pkn,0.8875,0.0273972602739726,4.75
pkn,0.8875,0.04054054054054054,5
