method,power,fdp,v
mkn,0.8875,0.0273972602739726,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.6,0.02040816326530612,0.75
pkn,0.7,0.017543859649122806,1
pkn,0.7375,0.016666666666666666,1.25
pkn,0.7625,0.016129032258064516,1.5
pkn,0.8,0.030303030303030304,1.75
pkn,0.8375,0.028985507246376812,2
pkn,0.8625,0.028169014084507043,2.25
pkn,0.8625,0.028169014084507043,2.5
pkn,0.8625,0.028169014084507043,2.75
pkn,0.8625,0.028169014084507043,3
pkn,0.8625,0.028169014084507043,3.25
pkn,0.8625,0.028169014084507043,3.5
pkn,0.8875,0.0273972602739726,3.75
pkn,0.9,0.02702702702702703,4
pkn,0.9,0.02702702702702703,4.25
pkn,0.9,0.02702702702702703,4.5
pkn,0.9,0.02702702702702703,4.75
pkn,0.9,0.02702702702702703,5
