method,power,fdp,v
mkn,0.8625,0.028169014084507043,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0,0,0.5
pkn,0.7625,0.016129032258064516,0.75
pkn,0.7875,0.015625,1
pkn,0.8,0.015384615384615385,1.25
pkn,0.8375,0.014705882352941176,1.5
pkn,0.85,0.014492753623188406,1.75
pkn,0.85,0.02857142857142857,2
pkn,0.8625,0.028169014084507043,2.25
pkn,0.8625,0.028169014084507043,2.5
pkn,0.8625,0.028169014084507043,2.75
pkn,0.8625,0.028169014084507043,3
pkn,0.8625,0.028169014084507043,3.25
pkn,0.8625,0.028169014084507043,3.5
pkn,0.8625,0.028169014084507043,3.75
pkn,0.8625,0.041666666666666664,4
pkn,0.875,0.0410958904109589,4.25
pkn,0.875,0.0410958904109589,4.5
pkn,0.875,0.0410958904109589,4.75
pkn,0.875,0.0410958904109589,5
