method,power,fdp,v
mkn,0.8875,0.0273972602739726,0
pkn,0,0,0
pkn,0,0,0.25
pkn,0.4875,0,0.5
pkn,0.7125,0,0.75
pkn,0.8,0.015384615384615385,1
pkn,0.8125,0.015151515151515152,1.25
pkn,0.8375,0.014705882352941176,1.5
pkn,0.8625,0.014285714285714285,1.75
pkn,0.875,0.027777777777777776,2
pkn,0.8875,0.0273972602739726,2.25
pkn,0.8875,0.0273972602739726,2.5
pkn,0.8875,0.0273972602739726,2.75
pkn,0.8875,0.0273972602739726,3
pkn,0.8875,0.0273972602739726,3.25
pkn,0.8875,0.0273972602739726,3.5
pkn,0.8875,0.0273972602739726,3.75
pkn,0.8875,0.0273972602739726,4
pkn,0.8875,0.04054054054054054,4.25
pkn,0.8875,0.04054054054054054,4.5
pkn,0.8875,0.04054054054054054,4.75
pkn,0.9,0.05263157894736842,5
